0,1,2,3,4,5,6,7,8,9,10,11,12,13
Hokkaido Izakaya,Tipe KulinerJepang,"
                  Apartemen Pavilion Sudirman, Lantai Ground
                  Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/hokkaido-izakaya-tanah-abang,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:30 - 15:00, 17:30 - 22:00)</time>>","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 29023271,4.14,"4.5,4.1,4.2,4.3"
Carpentier Kitchen,Tipe KulinerKafe,"
                  Ore Small Bussiness & Cafe
                  Jl. Untung Suropati No. 83, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/carpentier-kitchen-tegalsari,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Kamis (09:00 - 22:00), Jumat (13:00 - 22:00), Sabtu (09:00 - 22:00), Minggu Tutup</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 5682074 ,4.09,"4.3,4.3,4.2"
TuttoBono Ristorante,Tipe KulinerItalia,"
                  Lenmarc Mall, Lantai Ground
                  Jl. Bukit Darmo Golf, Dukuh Pakis, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/tuttobono-ristorante-dukuh-pakis,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (12:00 - 22:00)</time>>","Wifi,Area merokok,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",031 51163366,4.85,"5.0,5.0,4.5,5.0,4.8"
Cafe Bromo - Sheraton Surabaya Hotel & Towers,"Jam Buka
Senin - Minggu (06:00 - 22:00)

Buka

","
                  Sheraton Surabaya Hotel & Towers
                  Jl. Embong Malang No. 25 - 31, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/cafe-bromo-sheraton-surabaya-hotel-dan-towers-tegalsari,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (06:00 - 22:00)</time>>","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",,4.85,"5.0,5.0,4.3,5.0,5.0"
Sushi Kaiyo,Tipe KulinerJepang,"
                  St Moritz Mall (Lippo Mall Puri), Lantai Ground
                  Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat
                ",https://pergikuliner.com/restaurants/jakarta/sushi-kaiyo-puri,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Vegetarian",087725262721,4.21,"4.1,4.5,4.2,4.6"
Paulaner Brauhaus,Tipe KulinerJerman,"
                  Grand Indonesia Mall, Lantai 2, East Mall
                  Jl. MH Thamrin, Thamrin, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/paulaner-brauhaus-thamrin,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:30 - 21:00)</time>>","Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",021 23583871,4.11,"4.4,4.2,4.2,4.3"
Mister & Misses Cakes,Tipe KulinerKafe,"
                  
                  Jl. Bogor Baru Blok A10 No. 1 - 2, Bogor Tengah, Bogor
                ",https://pergikuliner.com/restaurants/bogor/mister-dan-misses-cakes-bogor-tengah,"PembayaranTunai, Visa, Master, Debet, Go-pay, Ovo, Dana","""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 20:00)</time>>","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081388776890,4.36,"4.4,4.3,4.4,4.4,4.3"
Namamia Coffee & Eatery,Tipe KulinerKafe,"
                  
                  Jl. Raya Pos Pengumben No. 49, Kebon Jeruk, Jakarta Barat
                ",https://pergikuliner.com/restaurants/jakarta/namamia-coffee-dan-eatery-kebon-jeruk,Kapasitas:  30 kursi,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""","<bound method PageElement.get_text of <div class=""promotional-text"">Namamia Coffee and Eatery merupakan cafe yang menyediakan tempat yang nyaman untuk work from cafe dengan mensajikan berbagai makanan yang lezat serta minuman coffee dan non coffee</div>>","
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (09:00 - 21:00), Sabtu (08:00 - 21:00), Minggu (08:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081389996490,4.32,"4.4,4.6,4.1,4.0,4.5"
Cremelin,Tipe KulinerKafe,"
                  
                  Jl. Abdul Rivai No. 3A, Cihampelas, Bandung
                ",https://pergikuliner.com/restaurants/bandung/cremelin-cihampelas,Kapasitas:  40 kursi,"""Tunai,Visa,Master,Debet,Go-pay,Ovo""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Selasa - Minggu (10:00 - 19:00), Senin Tutup</time>>","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir","Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",082119977111,4.34,"4.5,4.5,4.1,4.3,4.3"
RM Pagi Sore,Tipe KulinerIndonesia,"
                  
                  Jl. Benda Bawah No. 75, Kemang, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/rm-pagi-sore-kemang,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 24:00)</time>>","Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22785555,4.34,"4.5,4.3,4.3,4.3,4.3"
Fedwell,Tipe KulinerKafe,"
                  
                  Jl. Senopati No. 82, Senopati, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/fedwell-senopati,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",082211100059,4.1,"4.3,4.1,4.2,4.1"
Starbucks Coffee,Tipe KulinerKafe,"
                  
                  Jl. Hayam Wuruk (Dekat Harmoni Exchange), Hayam Wuruk, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/starbucks-coffee-hayam-wuruk-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">24 Jam</time>>","Wifi,Area merokok,Area outdoor,24 Jam,100% Halal,Area parkir","Pesan antar,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 3504060,4.11,"4.2,4.2,4.2,4.2"
Marugame Udon,Tipe KulinerJepang,"
                  Tunjungan Plaza 3, Lantai 5
                  Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/marugame-udon-tegalsari,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",088132487771,4.16,"4.5,4.3,4.3"
Starbucks Coffee,Tipe KulinerKafe,"
                  
                  Jl. Braga No. 2, Braga, Bandung
                ",https://pergikuliner.com/restaurants/bandung/starbucks-coffee-braga-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 20:00)</time>>","Wifi,Area merokok,100% Halal","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Area parkir,Alkohol,Vegetarian",021 2295 6067,4.17,"4.5,4.6,4.4,4.2"
Ayang Coffee,Tipe KulinerKafe,"
                  
                  Jl. Flamboyan No. 7A, Cibiru, Bandung
                ",https://pergikuliner.com/restaurants/bandung/ayang-coffee-cibiru,"PembayaranTunai, Ovo","""Tunai,Ovo""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (13:00 - 22:00), Sabtu (13:00 - 24:00), Minggu (13:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Area parkir,Alkohol,Vegetarian",087825462782,4.68,"4.8,4.4,5.0,4.6,4.6"
Sushi Hiro,Tipe KulinerJepang,"
                  
                  Jl. Suryo No. 24, Senopati, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/sushi-hiro-senopati,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 20:30)</time>>","Wifi,Ruang VIP,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Bisa reservasi,Vegetarian",021 72800108,4.1,"4.3,4.4,4.3"
Holycow! STEAKHOUSE by Chef Afit,Tipe KulinerBarat,"
                  Ruko Mendrisio 3, Blok B No. 31
                  Jl. BSD Raya Utama, Gading Serpong, Serpong, Tangerang
                ",https://pergikuliner.com/restaurants/tangerang/holycow-steakhouse-by-chef-afit-gading-serpong,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",087746590012,4.28,"4.5,4.1,4.4,4.2,4.3"
McDonald's,"Jam Buka
24 Jam

Buka

","
                  
                  Jl. Mampang Prapatan No. 90, Mampang, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/mcdonald-s-mampang,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">24 Jam</time>>","Wifi,Area merokok,Area outdoor,24 Jam,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Ruang VIP,Alkohol,Vegetarian",081196912650,4.28,"4.3,4.3,4.2,4.2,4.5"
Exquise Patisserie,Tipe KulinerKafe,"
                  
                  Jl. Kertanegara No. 64, Senopati, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/exquise-patisserie-senopati,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",08174918867,4.26,"4.3,4.5,4.3,4.3"
Sliced Pizzeria,Tipe KulinerItalia,"
                  
                  Jl. Terogong Raya No. 29, Pondok Indah, Jakarta Selatan
                    

                      ( Alamat Lama: 
                      Jl. Terogong Raya No. 75, Pondok Indah, Jakarta Selatan 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/sliced-pizzeria-pondok-indah-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 20:00)</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",08119222526,4.16,"4.2,4.2,4.3,4.2"
7 Speed Coffee,Tipe KulinerKafe,"
                  
                  Jl. Panglima Polim III No. 9, Panglima Polim, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/7-speed-coffee-panglima-polim,Cabang: ya,"""Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (06:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",0811977934,4.2,"4.0,4.7,4.3,4.3"
Plataran Tiga Dari,Tipe KulinerIndonesia,"
                  Komplek Gelora Bung Karno, Hutan Kota Plataran
                  Jl. Jenderal Sudirman Kav. 54 - 55, Sudirman, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/plataran-tiga-dari-sudirman-2,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Di atas Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",021 22531199,4.2,"4.1,4.8,4.2,4.4"
Kimukatsu,Tipe KulinerJepang,"
                  Bintaro Jaya Xchange Mall, Lantai Ground
                  Jl. Boulevard Bintaro Jaya, Bintaro, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/kimukatsu-bintaro,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (11:00 - 21:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 27623843,4.2,"4.4,4.1,4.1,4.1,4.3"
Sushi Tei,Tipe KulinerJepang,"
                  Lotte Shopping Avenue, Lantai 3
                  Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/sushi-tei-karet-kuningan,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Vegetarian",021 29889368,4.09,"4.4,4.1,4.0,4.1"
Mr. Fox,Tipe KulinerBarat,"
                  Energy Building, Lantai Ground
                  Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/mr-fox-scbd,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (11:00 - 01:00)</time>>","Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",021 52961999,4.13,"4.3,4.2,4.4,4.3"
Kulinarian Steak,"Tipe KulinerBarat,Indonesia","
                  
                  Jl. Panjang Arteri Kelapa Dua No. 25, Kebon Jeruk, Jakarta Barat
                    

                      ( Alamat Lama: 
                      PHX Permata Hijau, Jl. Arteri Permata Hijau No. 5, Permata Hijau, Jakarta Selatan 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/kulinarian-steak-kebon-jeruk,Kapasitas:  75 kursi,"""Tunai,Visa,Master,Debet""","<bound method PageElement.get_text of <div class=""promotional-text"">Kulinarian Steak resto yang sangat cozy, homie, dengan konsep ruangan 4 musim, kita hanya menyediakan hidangan yang di buat secara spesial

Instagram : @Kulinarianresto</div>>","
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Selasa - Minggu (11:30 - 21:00), Senin Tutup</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",085211935343,4.2,"4.3,4.3,4.5,4.2"
Sliced Pizzeria,Tipe KulinerItalia,"
                  Crumble Crew
                  Jl. Tulodong Bawah No. 1A, Senopati, Kebayoran Baru, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/sliced-pizzeria-senopati,Cabang: ya,"""Tunai""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",021 29721334,4.22,"4.4,4.0,4.2,4.2,4.3"
Baker Street,Tipe KulinerKafe,"
                  
                  Jl. Hayam Wuruk No. 18, Gedung Sate, Bandung
                ",https://pergikuliner.com/restaurants/bandung/baker-street-gedung-sate,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 21:00)</time>>","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 7777777,4.17,"4.1,4.5,4.1,4.4"
